"dsiid","val"
11090,5.6
8075,1.66666666666667
11646,9.25
8405,10.8571428571429
8447,1
8880,3.22222222222222
8982,5.5
5097,4
5116,1
5114,2.71428571428571
5110,1
5098,2
4099,1.5
4546,4.7
5646,1
6030,11.1
5372,6.55555555555556
5362,8.3
5428,6.4
5021,3.5
5286,1.33333333333333
5545,46.4
5860,12.4
5921,11.4545454545455
5513,2.5
5798,3.375
3188,21.2222222222222
2560,4.9
2545,22
2762,1.5
3389,9.7
3555,6.18181818181818
3355,3.33333333333333
3302,4.72727272727273
9629,6.54545454545455
9567,1
9059,1.6
9074,1
9454,1
9678,4.5
9725,8.33333333333333
9427,1.33333333333333
9429,2
9436,1
9439,1
9438,1
9319,1
8999,1
10496,1.5
10744,1
11314,1
10821,2
10806,1
11308,4.16666666666667
10857,5.22222222222222
9979,4.57142857142857
9968,7.5
9954,1.5
9948,1
10350,30
10345,1
10442,13
10338,1
10173,1.66666666666667
7061,1
8466,1
8383,1
8363,1
8402,1
8255,4.6
7287,24.3
7278,45.7272727272727
7200,1
7441,1
7414,21.4285714285714
6877,12.2
8579,2.77777777777778
8268,3.22222222222222
6373,3.55555555555556
11594,3.875
11515,2.28571428571429
11262,2
11473,1.85714285714286
11944,2.8
12340,5.27272727272727
12253,1
9677,6.36363636363636
9150,6.72727272727273
9866,12.2
9225,12.6
8768,1.83333333333333
8908,3.5
10818,6.18181818181818
10824,3.8
10899,2.85714285714286
10129,3
10128,2.66666666666667
10122,3.4
10264,2
10147,11.9
10569,4.8
1681,3.25
2145,7.71428571428571
2133,1
2725,4.5
316,2.33333333333333
21823,1.5
21993,1
1106,1
4377,5
4826,4.55555555555556
4820,5.9
5469,6
4961,3.8
5255,2.66666666666667
3124,5
3952,2.8
3824,2.5
3559,4.11111111111111
226,3.4
246,1.77777777777778
1052,1
21475,2
21473,3.3
20258,1
19761,10.6
20186,1
21710,6
1710,1.33333333333333
1313,12
1168,16.6
1140,7.4
1223,2.55555555555556
1616,4.8
1339,2.6
14727,4.7
14975,1.55555555555556
14581,5.72727272727273
14519,4.36363636363636
14466,4.45454545454545
13536,4.11111111111111
13504,4
12659,1
12655,1
14232,21
14120,19.8
13882,35.2727272727273
18414,1
18686,68.0909090909091
18675,2.33333333333333
18056,1
17820,2.125
17793,2
17578,1.25
18203,2.14285714285714
19264,1.42857142857143
19542,1.6
19061,2
18812,2.16666666666667
18790,1
18926,3.55555555555556
16864,1
16607,1
15670,7.66666666666667
17336,22.7272727272727
17728,8.375
17139,5.5
4304,2.6
4299,2.28571428571429
4272,3
5226,1
5093,2
3260,5.4
2800,1.5
11600,5.9
10475,6.3
12240,2
13975,6.27272727272727
13928,1.33333333333333
12999,11.7272727272727
12368,3.44444444444444
10121,4.11111111111111
6414,1.57142857142857
6096,11.4
8481,1.5
8627,1.2
20469,5.2
20137,11.2727272727273
20975,2.75
20852,5.1
20804,41.2857142857143
19735,24.1666666666667
19733,1.83333333333333
19533,1.66666666666667
19839,8.77777777777778
21901,35.2857142857143
21900,20.7
22068,20.8181818181818
22049,21.4545454545455
21444,170.5
21492,15.5
21633,96.25
21646,40.75
21631,9.45454545454546
7318,10.1
7302,3.5
7680,1.66666666666667
6923,10.6363636363636
5358,2.7
4666,1.71428571428571
4849,9
6179,1.4
6052,2.125
6273,4
6230,7.54545454545455
12070,1.33333333333333
11988,21.4545454545455
13001,50.2727272727273
12944,3
12768,7.2
8978,23.5
8745,1
7955,8.8
10826,8
10524,1
9660,142
9046,28.125
9824,68.625
14544,2.8
15440,1.2
16745,6.44444444444444
19452,9.36363636363636
19055,1.875
18892,3.4
18883,1.625
17733,4.44444444444444
17484,3.6
3768,1.57142857142857
4010,1.57142857142857
2089,1.71428571428571
2465,1.375
3162,2.14285714285714
13917,7.72727272727273
13909,13.875
13863,1.7
14059,1.66666666666667
14097,1
12842,2
13759,1
13815,10.75
12969,1
14770,13.3333333333333
14794,11
14636,26.6666666666667
14697,21.5
15145,19.5
14331,18.75
14259,15.8
14431,17.6
11503,1
11753,11
11356,21
11018,21.5
11263,16.6
11213,3.45454545454545
11205,3.5
11203,1
11363,1.88888888888889
11394,9.3
12596,1.75
12592,2
12581,4.7
13130,10.5
12687,15.0909090909091
12446,4.6
12246,2.33333333333333
18066,9.9
18092,1
18173,2.5
17245,4.14285714285714
17740,1.66666666666667
18874,1.6
18864,49
19218,14
19136,2.5
19457,5
18809,1
18601,1.83333333333333
18554,1.875
18615,3
18765,3
18665,7.11111111111111
14864,2.33333333333333
15641,2.5
16708,1
16598,13.7
16575,1
17039,15.9
17645,14.1818181818182
17119,69
17059,32.7
16293,18.75
1627,2.4
1678,2.44444444444444
1257,22
2467,1.5
21692,1.5
21418,20.6
21527,6.57142857142857
21926,4.42857142857143
22038,6.6
7443,1.75
7361,2.125
7261,2.3
7692,3.25
8959,4.72727272727273
9517,8.2
9597,1
9807,1
8659,1
4972,2.71428571428571
3905,2.2
6293,2
5483,2.4
6101,2.5
5986,1.85714285714286
17183,1.8
17263,2.28571428571429
16938,2
16886,1
17085,2.5
17877,3.6
17825,10.8181818181818
17850,2.2
19267,9.18181818181818
17953,5.6
17431,7.1
17447,2
17454,38.4545454545455
17744,26.9090909090909
17573,21
17787,11.5
17518,9.875
17525,1
18199,8.6
16291,7.3
15722,1
15726,2
16171,2.14285714285714
16616,3.75
16619,30.4545454545455
16475,14.3636363636364
19862,3.125
20051,2
20062,18.2222222222222
20142,5.2
20031,5.3
19932,12.5
19757,9.63636363636364
19962,1
19678,1.14285714285714
20321,1
18670,1
18637,1.66666666666667
18340,1
18351,3
18354,1
18244,1.5
18261,1
18299,1
18304,1.2
18305,1
18565,21.1818181818182
18505,5
19107,137.777777777778
19047,15.6363636363636
19168,28.1818181818182
19170,7.18181818181818
19171,1.66666666666667
19480,12.2857142857143
18881,1
18889,1
19418,2
18949,1.57142857142857
18959,5.125
5864,5.125
5861,1
5856,19
6924,3.5
4269,71
3531,32.6666666666667
17395,10.375
17414,1
18268,1
17416,7.6
18018,2
20178,5.5
12109,2.1
12262,1.25
12155,3.85714285714286
9577,6.7
9998,1
13501,10.3
13414,2.83333333333333
14406,9.1
14272,1.28571428571429
12864,2.4
15460,1.16666666666667
15789,4.11111111111111
15614,2.71428571428571
15080,18.3636363636364
15113,1.57142857142857
14689,12
11042,13.4545454545455
11177,3.27272727272727
10573,8.9
10742,2.25
11632,9.7
11932,2
12307,11.4545454545455
12314,1.6
20791,1.25
20871,3
19693,1.5
19243,4.5
1060,2.5
21981,4.2
21626,3.9
17258,199.5
17504,159
17580,210.5
17351,1
17397,3.14285714285714
16741,2
16824,1
19182,1.5
18700,1
18556,1.8
2474,2.88888888888889
2542,3.5
2553,5.9
2563,1
2228,26
2583,25
2596,6.2
2618,2.375
2619,15.0909090909091
2188,11.9090909090909
2203,14.4545454545455
2082,2
2107,1.66666666666667
3275,1.5
3123,1
3199,1.33333333333333
3087,1
1316,1.83333333333333
1320,1.66666666666667
1260,1
1265,1.66666666666667
1267,1.2
1095,1
1234,1
1213,1
1660,2
1658,1.5
1713,1
1656,28.3333333333333
1637,27.3333333333333
1644,12.625
1649,15.1428571428571
5090,16.2222222222222
5112,16.375
4525,12.5
4527,18.75
4590,16.7777777777778
4560,23.1428571428571
5784,26
5430,13.6666666666667
5445,23.25
5472,18.4285714285714
5186,36
5193,16.3333333333333
4985,12
5162,10.875
5133,1
3390,27.4
3581,8.4
3303,4.36363636363636
4097,5
4071,1
4324,3.625
3922,1.25
3975,4.3
3979,2.66666666666667
3970,1.75
14683,20.3
16301,2.6
12893,1.16666666666667
19623,1.4
21569,29.9090909090909
19319,4.7
20694,1
20068,1
20284,7.72727272727273
21493,1.2
18349,3.85714285714286
371,1
937,49.6666666666667
109,1
12138,1.66666666666667
12136,4.1
12722,1.66666666666667
12577,54.5
10555,5.1
10364,1.875
12067,2
12089,1.5
11987,2.75
12008,1
12092,23.4545454545455
12243,2
11788,2.33333333333333
11740,2
12149,15.3333333333333
12605,2.33333333333333
12594,2.33333333333333
13353,1
13358,8.09090909090909
12583,8.36363636363636
12395,1
12402,13.0909090909091
12417,1.75
12454,3.63636363636364
12478,27.7142857142857
12510,9.8
11026,1
11120,10
11121,9
10792,15
10520,12.4
10885,1.85714285714286
11569,230
11597,106
11476,1
11500,1.33333333333333
11398,12.5454545454545
11434,1
14530,10.2
14537,4.7
14514,7.3
15018,1
14471,6.1
14591,6.2
15210,8.4
14651,1.66666666666667
14681,1
14726,3.5
14747,17.3636363636364
15111,6.72727272727273
14772,1.5
12928,2.25
12856,8
12997,5.4
13012,2.8
12821,1.8
12788,1
14235,2.22222222222222
14181,1.5
13897,1
6859,1.4
6868,2.11111111111111
6887,1.25
7271,6.36363636363636
6337,2
6341,5.54545454545455
6783,1.33333333333333
6809,12.7
6813,2.66666666666667
6838,8.5
8006,17.1428571428571
7533,12.1111111111111
7660,16.6
5925,15
5972,17.5
5990,4.4
6201,13.5
6018,3
6026,4.5
6210,2.5
6251,5.90909090909091
6262,2.25
6271,1
6279,1
9924,2.75
9860,11.125
10252,3.42857142857143
10052,4.4
9545,5.5
9553,1.25
9562,2.625
9779,1.33333333333333
9754,1.5
10076,12
9736,1.71428571428571
10440,1.4
10432,2.5
10136,22
10139,10.4545454545455
10170,3.3
9493,18.9090909090909
8381,3.6
8413,9.45454545454546
8603,1
8433,8.28571428571429
8036,2
8271,10.4
8179,1.4
9491,6.1
9339,7.54545454545455
9152,1
9229,5.36363636363636
8810,1
9235,1.125
8708,15.8333333333333
8741,5.5
8840,1
9239,11.1818181818182
8896,7.7
11907,1.66666666666667
11728,1.2
10342,7.33333333333333
10339,2
10530,17.3
12567,1.25
10017,6.1
9082,1.75
7902,3.90909090909091
17037,6.5
17439,1.4
15834,12.875
19921,9.25
19769,5.5
14589,9.14285714285714
14566,1
12739,1.25
12988,2
14007,1
15534,53.3636363636364
15508,2.4
14793,2.5
6043,1
4592,44.625
5201,2.5
8623,8.81818181818182
9076,4.3
8915,11
6614,15.1
7509,125.909090909091
7691,92.9090909090909
7157,3.16666666666667
1787,2.57142857142857
1786,1.2
21551,2.5
21639,1
1381,2.57142857142857
22116,2.42857142857143
3910,1.2
4153,1.75
17563,1.5
17289,3.4
17271,2.25
16048,2.85714285714286
15539,1.375
15839,3
15668,2.375
21554,1.3
21472,1.875
18532,1.7
18313,1.75
19151,1.55555555555556
11418,1
11596,1.57142857142857
11906,2.85714285714286
9624,1.4
9543,1
9298,3.75
8977,176.5
9490,23.375
9060,12.6666666666667
10781,8.5
14366,6.1
14644,15.6363636363636
14623,7.45454545454545
14508,2.75
13349,2.875
12556,2.5
13475,3.875
13455,1.33333333333333
13376,36.125
12861,14.6
13143,20
12265,31.125
13912,64
12949,3
7904,3
7958,11.5
7195,5
7228,31.3333333333333
20943,5.5
20467,1.6
19931,2.14285714285714
20330,4
20172,5.5
1378,1
18645,4
16635,1
21888,1
5746,2.9
4065,9.33333333333333
3519,4.28571428571429
9192,7.45454545454545
7998,1
11397,10.8
11024,1
10982,2.85714285714286
9750,1
10693,3.11111111111111
12154,2.5
7560,3
7395,1.75
7775,1
5804,1.28571428571429
15538,1
14555,1
14600,6.2
13469,9.54545454545454
11969,10.2
1602,6.71428571428571
357,1
263,1
1064,1
19676,1.33333333333333
18869,6
20318,2.4
5278,1.5
5222,4.71428571428571
4879,2.83333333333333
3510,1.71428571428571
2772,3.85714285714286
1629,3.14285714285714
3213,8.28571428571429
8946,3.2
8239,2.8
15454,5.4
13078,2.71428571428571
12288,1.33333333333333
12264,3.09090909090909
12103,2
12010,3.4
12057,4.75
19984,2.6
19910,2.44444444444444
21903,2.25
20082,2.75
20181,2
20690,1.25
20282,3.16666666666667
18150,9.54545454545454
18000,2
17998,2.375
17676,9.11111111111111
1667,3.18181818181818
84,2.75
22010,2.22222222222222
12590,10.3636363636364
12490,23.1818181818182
11100,2
11737,1.28571428571429
12152,19.5454545454545
16323,1
16298,1.4
14115,9.8
15864,1.66666666666667
14483,1.28571428571429
14185,1
12992,1
12422,32.2727272727273
12825,1
12931,2.4
12880,1
18585,3.5
18727,4.7
18369,1
16324,1
15827,4.4
14706,1
15211,2.2
16516,1.66666666666667
16632,1
6217,1
3700,1
10433,1.25
10896,1.85714285714286
8560,1
8338,1
8307,1.5
8680,1
7732,5.8
9234,1.66666666666667
8767,2.11111111111111
9299,12.5454545454545
3512,2.42857142857143
1096,32
1071,18
6124,5.9
5873,1.33333333333333
5356,1
13087,9.9
10682,9.5
10681,4.8
10655,3.22222222222222
11386,2.4
6068,1.57142857142857
5923,1
6178,5.33333333333333
19271,1
17726,1
16744,1
20851,1
20495,1
13468,6.75
13207,1.33333333333333
16107,1.33333333333333
15486,6.7
15388,3.5
15389,7.5
14878,20.5454545454545
14621,1
2677,11.4285714285714
2246,14
2259,5.16666666666667
20232,13.3
1244,52.9090909090909
1107,5
8948,1.5
9605,1.25
8404,10
8270,1.85714285714286
6261,3.4
5993,1.6
12250,18.4285714285714
10636,9
8583,4.2
19270,1
17150,3.22222222222222
20155,8.8
19545,3.33333333333333
14425,1
14256,7.71428571428571
14590,8.28571428571429
4618,1.83333333333333
4576,1.71428571428571
4119,4.16666666666667
5777,8
5284,2.75
5023,1.42857142857143
5360,1.8
3070,2
3968,4.9
8332,1.2
9848,5.2
9820,1.66666666666667
9777,5
9616,6.9
10133,1.625
10118,2.55555555555556
8773,4.54545454545455
8691,6.8
8983,1
8998,7.54545454545455
9084,2.22222222222222
7537,3.33333333333333
6275,5.6
6037,2.22222222222222
6696,1.625
7370,1.9
6897,2.7
17770,4.16666666666667
17001,1
19645,3.2
15448,2
15587,1.75
1765,3.55555555555556
2166,2.5
2510,1.33333333333333
2217,1.66666666666667
2200,4.125
1277,4.9
1218,11.4285714285714
1128,10.2
21327,2.5
19666,10.6666666666667
4378,12.3333333333333
5886,1
3075,1.28571428571429
3808,15.875
3710,1
12799,14
13472,10
13551,1
13990,10.1
14187,6.81818181818182
11582,7.36363636363636
10486,6.63636363636364
12519,2.1
12393,8.72727272727273
12373,3.25
12335,5.09090909090909
12074,18.0909090909091
12195,6.09090909090909
18167,5
18398,1.5
18348,10
17415,1.66666666666667
17727,8
17309,6.36363636363636
17926,2.42857142857143
19078,7.81818181818182
18797,2.25
18636,31.375
18610,2.5
18567,1.66666666666667
14558,9.09090909090909
14656,4.3
16981,2.375
17078,5.2
16433,8.81818181818182
16415,1.33333333333333
15803,1
15792,1.6
14655,1
19663,4.72727272727273
19934,7.18181818181818
20007,1
17328,1.14285714285714
17312,1
18547,4.66666666666667
8990,1
10169,1
9861,13.3636363636364
11123,2.7
11565,3.5
11637,10.7
5345,1.5
5216,16.8
5157,11.3636363636364
4819,14
8222,8.3
8202,1
8168,1.75
6182,3.55555555555556
1605,9.4
1135,7.36363636363636
1647,31
2616,25.3636363636364
3701,25.1818181818182
3491,3.9
8651,17.5454545454545
8964,5.1
7889,2.6
11912,3.66666666666667
9617,12.7272727272727
10872,2.88888888888889
5606,1
7277,1
7016,1
14154,11.8
14602,2.7
11165,9.5
10055,7.11111111111111
10250,1
10251,4.8
10653,3
12630,32.6
11667,6
11941,1
19472,1
21707,2
21887,5
21845,2.8
21984,4.11111111111111
21743,1.33333333333333
16692,3
16634,2.2
16633,7.4
16520,1.75
16895,7.7
17179,2.14285714285714
19268,6.9
3504,3.33333333333333
2805,1.66666666666667
2459,1
2524,1
3212,2.33333333333333
6416,1.5
17722,8.5
13566,4.66666666666667
12203,11
14941,23.3333333333333
1053,1
690,1.33333333333333
660,1.5
628,1
631,4
621,16
3880,6
3805,1
3490,44
3371,9
4477,4.09090909090909
4500,7
4827,11.3333333333333
4668,3.66666666666667
2084,2.875
2450,2
2753,8.3
2449,2.5
2445,5.3
2446,4.33333333333333
2447,2.125
2448,6.5
1408,6.25
1407,1.28571428571429
1305,8.44444444444444
1890,7.3
1895,5.25
2750,1.5
2751,2.66666666666667
2749,2.75
2533,1
2754,3
2755,1.83333333333333
10158,5.25
9808,1
9836,14.1818181818182
10725,12.8181818181818
8388,5.44444444444444
8390,10.6
9001,26.1
9045,9.25
8667,3.16666666666667
8891,2
8892,1.28571428571429
12016,1.2
11921,1
11240,2.4
10967,1.7
11000,1.71428571428571
11001,11.0909090909091
11043,8.6
11608,8.5
11609,3.42857142857143
11618,4.55555555555556
11673,1.33333333333333
11558,1.5
6650,1.75
5885,17.3636363636364
5340,27.8181818181818
5451,5.27272727272727
1406,8.90909090909091
6105,2.375
4828,2.71428571428571
5254,1
7304,5.6
7401,1
3561,6.3
8379,1
18633,1
18634,1.5
18771,15.0909090909091
18825,2
19755,1
18919,1.85714285714286
16581,15.8571428571429
16884,3.25
18164,2
17895,4
17359,13.4
17330,9.2
17198,2
31,2.625
30,9.25
1398,10.8
1402,19.6363636363636
20169,1
20165,1.66666666666667
20157,108.142857142857
20311,43.2857142857143
21321,2
11517,6
12575,1.85714285714286
14637,7.45454545454545
14640,3.8
15881,3.16666666666667
14759,7
15271,7.66666666666667
12906,42
12936,7.375
12694,1.75
14329,4.5
14363,1
14098,2.5
14434,6.5
14624,2
14550,7.18181818181818
12745,1
13969,1.66666666666667
16582,3.125
16596,1
17798,51
14810,25
10109,2.72727272727273
10174,8.90909090909091
10847,5
10969,1.5
10995,3
9644,4.11111111111111
9684,6.66666666666667
13073,5.77777777777778
11145,3.66666666666667
11615,2.81818181818182
1666,5.3
1825,1.71428571428571
2180,6.9
2212,5.09090909090909
1030,1.5
3313,4.5
3691,4.09090909090909
3370,11.7272727272727
18900,14.3
18754,1
18921,2.9
19165,7
19096,3.7
19135,1
18295,2.14285714285714
18437,2.33333333333333
19702,3
21705,10.5
21735,2.75
21435,16.6363636363636
21415,19.3636363636364
22020,22
19813,1
19703,1
19713,1.42857142857143
20238,2.625
18774,8.63636363636364
16937,10.7272727272727
19859,22.8181818181818
20312,7.36363636363636
20313,4.75
16500,6.5
15324,3.7
5359,7.3
5991,39.1
3643,7.16666666666667
7705,6.625
7704,18.8571428571429
8005,64.9090909090909
8538,2.88888888888889
8495,5.4
7388,7.5
1403,1.2
942,5.4
22021,1.375
97,1.6
1974,10.3
2711,49.8181818181818
3016,5.81818181818182
3149,4.75
2590,3.4
2601,8.81818181818182
3966,2
1114,8.8
36,5.4
1028,2
1035,28.8181818181818
2173,7
1840,5.5
1984,2.6
7442,1
7479,3.3
7359,13.3333333333333
7340,7.11111111111111
9437,1
9488,1
9837,1.5
9724,1
9738,2
8476,1.28571428571429
8099,19.0909090909091
7988,10.1
8562,41
8762,1.5
8507,2
8513,1
5165,1.75
5113,1.8
4502,1.42857142857143
4654,2
5495,2
5536,1.57142857142857
8237,1
10970,5.3
11619,3
10731,7.7
5253,7.77777777777778
4561,5.6
5948,1
19020,6.72727272727273
19379,4.2
17279,1
16861,1.66666666666667
17564,1.16666666666667
17797,1.6
17865,1.5
17494,7.18181818181818
21436,4.54545454545455
19746,2
19603,19.7142857142857
12811,1.33333333333333
12772,5.09090909090909
14849,32
14850,50
15446,1
15703,4
15740,1
15143,5.6
4034,27.4285714285714
4813,31.6666666666667
4380,83
6658,1
7496,6.66666666666667
7551,4.88888888888889
7120,83.75
7344,5.5
5614,4
1946,5.66666666666667
2745,4
1404,17.7
1632,1
1634,2.375
3493,2.66666666666667
2774,2.33333333333333
16684,6.625
18876,2.8
18239,8
15992,58.6666666666667
1009,10.6363636363636
20182,1.5
20839,3.36363636363636
20850,3.11111111111111
10404,2
7888,13.7272727272727
8689,1
8214,6
14343,29.6
13539,130.666666666667
12557,71.6666666666667
14426,6.77777777777778
15347,6.45454545454545
16297,4.5
14858,2
14851,6.8
11047,26.3636363636364
12282,3.6
13497,2.42857142857143
11781,1
12046,2.5
19891,2.55555555555556
20876,7.27272727272727
19233,2.45454545454545
19465,10.5454545454545
21427,1.8
21521,1
21802,5.45454545454545
17650,4
16364,13.1818181818182
18772,10.3
18773,2.83333333333333
17864,12.5454545454545
17791,1
20045,1
20084,19.6363636363636
20097,13.8181818181818
20107,17.6363636363636
20115,1
21701,1
21801,20
21805,2
21658,10.3636363636364
21592,1.66666666666667
21610,1.33333333333333
21632,3.44444444444444
21819,2.71428571428571
21998,3.5
19890,3.77777777777778
18895,3.81818181818182
18961,1
18662,13.1818181818182
18709,3
19809,1.63636363636364
19664,1.6
19853,1.14285714285714
19875,2.33333333333333
19512,1.5
4566,1.375
6146,1.33333333333333
6219,1
5385,1
5335,2
554,1.57142857142857
2773,20.75
2162,5.83333333333333
14533,5.6
14132,1.88888888888889
14379,5.4
14859,1
14875,16.2222222222222
15883,1
14638,57.4
14728,4.4
13495,9.16666666666667
12793,7.33333333333333
12820,1.33333333333333
12769,7
12601,3.88888888888889
12546,11.5454545454545
12631,4.2
14233,2.66666666666667
14034,7.8
13987,8.90909090909091
12950,3.16666666666667
13766,2.85714285714286
17057,2.42857142857143
17611,5.2
16996,1
18504,19
19298,1.875
18542,2.42857142857143
18371,5.18181818181818
19320,21.2727272727273
18597,3.27272727272727
18296,1.75
18316,2.55555555555556
18330,2.42857142857143
18345,2.2
18356,5
18197,16.25
18213,2
18221,1.5
19284,8.28571428571429
18250,17
18252,7.125
18262,8
15717,8.2
15738,9.2
16326,3
15659,3.5
15762,2.83333333333333
16413,12.8
16425,2.4
16358,1.66666666666667
15804,1
15643,1
15589,212.363636363636
15590,1
16912,1.6
16974,1.25
16724,1
16881,5.7
4909,3
5249,1
4426,1
7508,8.81818181818182
6049,15
18165,1.83333333333333
18965,1
9569,1
8921,1
8922,13.4
8923,11.2
13116,39.9090909090909
11358,1
12736,2.5
9178,2.71428571428571
8389,1.6
7330,3.83333333333333
9967,1.5
10898,1.5
10981,9.09090909090909
8795,8.09090909090909
14281,4
20006,3.11111111111111
176,3.75
21573,3
14876,7.66666666666667
14493,2.85714285714286
14496,22
17355,5.2
17538,1
12508,3
4822,5.5
1088,31.5
1258,2.14285714285714
1198,1
545,1.66666666666667
565,2
825,8.83333333333333
1614,15.4
1643,12.8333333333333
1456,22.4
224,14.5714285714286
12,36.75
13121,3.42857142857143
12272,3.72727272727273
10668,3.33333333333333
10672,3.11111111111111
9867,1
9886,4.66666666666667
11469,6.45454545454545
11105,2.57142857142857
13921,7.75
14133,2.7
12871,2.625
5369,4.8
4017,4.45454545454545
4014,1
4725,2.81818181818182
8342,14.4285714285714
6194,1.83333333333333
7507,1
7069,3.6
4118,5.33333333333333
20331,18
16496,7.4
18198,3.7
21965,1
9025,1
9026,1
8565,1.5
8726,1
9756,3.33333333333333
9637,3.22222222222222
9683,4.33333333333333
10229,6.33333333333333
9036,1.6
9038,1
9435,77.3
9450,83.2
9566,40.4
9590,1
9486,4
7227,1.33333333333333
7229,62.1111111111111
7295,74.6
7160,7.88888888888889
7154,1
7379,104.1
7402,24.9
6360,1
6846,1.4
6822,2
8087,9.75
7996,1.33333333333333
8033,1
8262,1
8274,15.1818181818182
8537,1
8172,1
7523,2.33333333333333
11639,1
11908,4.63636363636364
11910,1
11706,8.3
11396,6.2
12296,1.25
12276,1
12326,1
12435,28.9
12385,6.42857142857143
12156,11.1428571428571
11939,38.6363636363636
10645,2.5
10441,59.5454545454545
10471,47.8181818181818
10068,16.7
10025,1.6
10009,23.2727272727273
10155,7.5
11350,7
11351,25.6666666666667
11084,22.4545454545455
11114,6.3
10954,13.3636363636364
10890,2.83333333333333
10932,1
3121,5.4
3127,18.3333333333333
3085,7
3907,42.6666666666667
3981,16.5
3803,40.4545454545455
3812,1
3583,1
3377,1
3646,2.88888888888889
3654,21.125
3782,48.4545454545455
2120,1.5
2139,2.14285714285714
2359,1.33333333333333
2093,2.5
2096,3.42857142857143
2237,2
1714,2
2575,1
2239,1.5
5938,1
5939,16
5940,13.6
5947,5
5949,6.28571428571429
5987,19.625
5936,43.3
5935,73
5929,7.25
5926,48.5
5927,50.8
6034,50.7
6042,5
6014,5.66666666666667
5529,7.88888888888889
5540,1.5
5544,3.5
5546,1.75
5774,1
5781,1
6288,6.57142857142857
6239,13.5
6242,21
6260,53.1818181818182
6199,6
4605,2
4580,17.6666666666667
4682,22.6666666666667
4473,50.3333333333333
4289,5
5089,1
4556,1
4575,1.33333333333333
4448,1.5
4449,2.77777777777778
4450,1.85714285714286
4521,1.83333333333333
4452,1
5300,1
5434,2.71428571428571
5502,2.2
5315,2.11111111111111
21515,2
1147,1.66666666666667
1120,7.375
21813,1
21997,1.42857142857143
22097,1
19095,2
15724,35.5454545454545
18868,2.83333333333333
18365,1.66666666666667
18062,117.222222222222
17461,4.45454545454545
1919,1
1312,5.5
2280,5
2391,4
5934,4
6047,4
6246,4
8053,1
7985,1
8011,5.83333333333333
8258,1
6886,10.9090909090909
4098,10.1818181818182
3900,3.55555555555556
14162,1
13022,4.09090909090909
13088,8.27272727272727
12690,1
14186,8.54545454545454
15979,13.8181818181818
15984,1
14896,24.5
14618,13.75
14358,29
10597,31.5
9230,18.5
8861,56.1666666666667
12018,43.25
18229,30
18421,32.6666666666667
17005,11.25
20154,3
20174,3
20114,3.33333333333333
12869,1
14236,1
16423,2.6
16833,1
2561,13.7777777777778
20964,57.8181818181818
21423,59.4545454545455
22150,1
5330,1
5528,1
6330,37
4469,6.3
4308,1.88888888888889
3927,2.8
4608,1.66666666666667
11743,1.71428571428571
10901,1.83333333333333
10897,1.71428571428571
11164,1.66666666666667
11007,1.5
11008,1.14285714285714
12531,1.5
7184,1.66666666666667
6789,2.75
6849,1.5
9555,2.16666666666667
10341,3.22222222222222
10029,1.5
10166,1.4
8269,2.44444444444444
8322,2.66666666666667
8929,1.16666666666667
8201,1.83333333333333
12151,1.25
5415,2
5973,1.77777777777778
5974,2.125
7376,2.44444444444444
7828,2.4
654,21.75
659,14.875
706,16.8181818181818
771,11.5
697,5
16743,13.0909090909091
15120,2.33333333333333
17766,3.125
18067,1.5
17673,1.5
19279,2.125
18816,2.42857142857143
9027,12.8181818181818
9664,1
9774,1.25
12068,4.7
3804,1
2352,3.42857142857143
16885,42
17532,20.5
16463,188
18435,1.5
12819,6.27272727272727
16299,1.33333333333333
14357,14.5555555555556
14074,15.6363636363636
2549,1
21416,15.25
9264,3.6
1613,1
11849,15
11836,8.77777777777778
11852,7.8
946,7
4374,24.5
5374,5.2
2375,3.2
11897,8.875
11245,2
11086,13
8635,1
8444,3.625
14908,3.7
15630,2.2
18390,1
19276,1.33333333333333
18186,4.125
17677,1
10704,8.27272727272727
10828,51.0909090909091
10878,10.6
10879,4.36363636363636
13074,20.7272727272727
2850,1.28571428571429
19886,51
19470,1
555,1
387,1.6
1066,1.66666666666667
1161,11.8571428571429
814,2
1336,31.5454545454545
2054,9.90909090909091
1754,3.9
17751,5.27272727272727
20700,3
5297,4.36363636363636
6756,1.57142857142857
4345,1.33333333333333
4537,27.6363636363636
1633,7.90909090909091
1668,98.2727272727273
2488,1.66666666666667
2113,10.8181818181818
2227,4.3
1078,1
1200,1
1212,50.3636363636364
1130,2.7
1323,4.18181818181818
1444,9.4
3874,8.7
3373,5.77777777777778
4294,9.45454545454546
4302,1.83333333333333
3894,4.33333333333333
4077,12.4
4080,3
7358,96.3636363636364
7829,1.5
11721,10.7272727272727
11399,10.1
10873,8.2
4290,1
5890,1.33333333333333
5850,6
18650,1.66666666666667
18536,1
21880,13.1818181818182
18385,4.6
14084,2.375
13050,1
12139,1.5
12144,1
17246,1
18204,32.4545454545455
20086,3.66666666666667
17923,4.25
18179,6.2
16880,4.3
3058,1.71428571428571
3064,7.2
3060,24
3207,8
3516,3
1636,66.8333333333333
1654,28.3333333333333
1638,5.63636363636364
1348,1.9
13886,6.44444444444444
3886,2.2
7246,1
6110,2
1083,9.90909090909091
2243,6
3256,9.45454545454546
3517,7.63636363636364
2829,1.25
2941,1.66666666666667
10595,7.63636363636364
